,tweet,class,processed_tweet
193,"""@MikelaHenry: but what if he actually does choose the ugly bitch over you? &#58381;""Her ass must be fat!",1,but what if he actually do choose the ugly bitch over you ass must be fat
194,"""@MileyCyrus: bitch couldn't kill my vibe if ya tried. &#127752;&#127752;&#127752;"" dis why i love miley :*",1,bitch could not kill my vibe if ya try dis why i love miley
195,"""@Montrell_: I'm tired of bitches saying I look mean.. &#128530;"" nigga you big af, wear tight shirts, and grim everybody.",1,i be tired of bitch say i look mean 128530 nigga you big af wear tight shirt and grim everybody
196,"""@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate",2,10 bird your grandkid may never see thank to climate change climate
197,"""@MvckFadden: ""Stay beautiful you bitch""""",1,stay beautiful you bitch
198,"""@NICKIMINAJ: #WutKinda

r purple. Ceeeleee""man this gurl was jus playin on the ""stupid hoe "" track. But in still shitted on sum gurls",1,wutkinda r purple this gurl be jus playin on the stupid hoe track but in still shit on sum gurl
199,"""@NastyCopper: Money getting taller and bitches getting blurry""",1,money get tall and bitch get blurry
200,"""@NewsomeJade: I ain't never seen a bitch so obsessed with they nigga&#128514;"" I'm obsessed with mine &#128529;",1,i be not never see a bitch so obsessed with they i be obsess with mine 128529
201,"""@Nicholas_ted33: Kobe stay talking trash. But let's not forget http://t.co/VH4tnEkvTP"" @J_Austin12 I meant to do this one. Smh.",1,kobe stay talk trash but let us not forget i mean to do this one smh
202,"""@NoChillPaz: ""At least I'm not a nigger"" http://t.co/RGJa7CfoiT""

Lmfao",0,at least i be not a nigger lmfao
203,"""@No_FAKINGG: People always asking me what I'm mixed with."" She a bad asian bitch lol",1,people always ask i what i be mixed with she a bad asian bitch lol
204,"""@NotoriousBM95: @_WhitePonyJr_ Ariza is a snake and a coward"" but at least he isn't a cripple like your hero Roach lmaoo",0,ariza be a snake and a coward but at least he be not a cripple like your hero roach lmaoo
205,"""@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters home for imaginary trash&#8221; WHOA CHILL""

that show was everything tf",2,foster home for imaginary whoa chill that show be everything tf
206,"""@OfficialReplay: I am lowkey tired."" ...if you tired, be quiet and go to sleep hoe!",1,i be lowkey tired if you tire be quiet and go to sleep hoe
207,"""@PRAYINGFORHEAD: &#8220;@macklemroe: Stop bringing weird niggers into my mentions! @PRAYINGFORHEAD&#8221; http://t.co/cussDJesRK""",1,stop bring weird nigger into my mention
208,"""@PRETTyBOSs_BRAt: We don't love these hoes &#128080;&#128581;""",1,we do not love these hoe
209,"""@PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!""",1,if yo girl can not have homeboy you a ol weak bitch ass nigga
210,"""@Patsfanjoe32: @d_palomino52 I think worst advice I gave you was "" don't be a pussy and speed up"" lol""",1,i think bad advice i give you be do not be a pussy and speed up lol
211,"""@PoemsPorn: Quote this tweet with your favorite animal.""pussy",1,quote this tweet with your favorite animal
212,"""@Poetic_Success: I hate when strippers tell you they're ""dancers"". Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!""",1,i hate when stripper tell you they be dancer hoe ballet dancer do not pop their pussy to beethoven you a stripper
213,"""@Poffalicious: Andrewbryant: Poff has double vision after 2 beers
Poff: ... Double pussy &#128526;"" smh",1,andrewbryant poff have double vision after 2 beer poff double pussy 128526 smh
214,"""@Poobie_: When bitches TWERK on the computer....

ME: ""In ya &#128089;, in ya damn &#128089;&#8252;&#65039;""""",1,when bitch twerk on the computer me in ya 128089 in ya damn
215,"""@ProdsJewel_: &#8220;@sreadthepeace: &#8220;@yungmindless: @PeacePunkPrince Prince, THIS is art. http://t.co/EPHRWxMBHr&#8221; nobody takin his bitch!",1,prince this be art nobody takin his bitch
216,"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now.""",2,61 of welfare government aid be claim by white people so you all black slander be trash now
217,"""@QUAN1T0: These bitches don't care they just play that role.""",1,these bitch do not care they just play that role
218,"""@Queen_Kaaat: It took a while for you to find me, but I was hiding In the lime tree.""
@Iemonaids dis bitch in da wrong tree bro.",1,it take a while for you to find i but i be hide in the lime tree dis bitch in da wrong tree bro
219,"""@RTNBA: Drakes new shoes that will be released by Nike/Jordan.... Yes, there's glitter on the shoes http://t.co/QCtPLxHEXM"" ....dudes a fag",0,drake new shoe that will be release by nike jordan yes there be glitter on the shoe dude a fag
220,"""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" You alone lmaoo",2,inna di ghetto you alone lmaoo
221,"""@RamBoutIt: &#8220;@Master11_: @20ToLife_ @RamBoutIt hoes Austin&#8221; teach us Austin.""I teach u how to get curved? That's all I know",2,hoe teach we austin teach u how to get curve that be all i know
222,"""@ReachtheeCLIMAX: bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!",1,bitch can not cook but know how to suck dick s o to the one that can do both
223,"""@RenegadeMo: Fat hoes get chose"" lol",1,fat hoe get choose lol
224,"""@RiahSM: #hoesaintloyal"" well they're hoes,no one expects them to be loyal",1,hoesaintloyal well they be hoe no one expect they to be loyal
225,"""@RishaaWilliams: @TRESHON_SCROOGE @_Nevertrustt ol bitch ass"" http://t.co/AmcOinY0wG",1,ol bitch ass
226,"""@RnadJorell: Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad"" lmaooo",1,bruh i m tired of niggas retweetin miley cyrus nake that bitch be not no type of bad lmaooo
227,"""@SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls"" lol bitch fuck you",1,just because tony romo at the mavs game do not mean he still not a bitch lmao fuk they cowgirl lol bitch fuck you
228,"""@SamJLayman : Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory""
Me: *rolls on the floor, laughing*",1,holy shit freddie highmore be in charlie and the chocolate factory i roll on the floor laugh
229,"""@Samirahusic_: ""I don't want to have sex with my gf because I feel like I'm using her.."" - anonymous"" Whata faggot",1,i do not want to have sex with my gf because i feel like i be use she anonymous whata faggot
230,"""@SexualGxfs: @ One of your followers with this &#128525;&#128553; http://t.co/F1TJl9xnCT"" @ somebody, bitch if you don't",1,one of your follower with this somebody bitch if you do not
231,"""@Shaa_Jenkins: If ya bitch always bitching clearly she care!"" Or just an annoying Bitch!",1,if ya bitch always bitch clearly she care or just an annoying bitch
232,"""@ShanTaughtHer: These catfish hoes thinkin they slick.. But niggas catching on &#128524;""",1,these catfish hoe thinkin they slick but niggas catch on 128524
233,"""@SheWentToJordan: Can't worry about a bitch that ain't worried bout me"" #real",1,can not worry about a bitch that be not worried bout i real
234,"""@ShowArrive: Side hoes are for insecure niggas that can't handle a real one.""",1,side hoe be for insecure niggas that can not handle a real one
235,"""@Shun_stokes: &#128514;&#128514;&#128514;&#128514;RT @bluprint_4: Lmao! This bitch come scooting in the tent like she about to fuck some shit up!"" &#128557;&#128557;&#128557;",1,lmao this bitch come scooting in the tent like she about to fuck some shit up
236,"""@Shun_stokes: My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers &#128514;""",1,my cousin say he share hoe with his brother he say sharing be care and he love his brother 128514
237,"""@SlimGirl_Probz: i'm hungry but ionn wanna spend my money on food&#128530;""Broke hoe problems &#128514;&#128514;&#128514;&#128128;",1,i be hungry but ionn wanna spend my money on hoe problem
238,"""@SmeegBaby: Dese hoes be LYIN to all of us nigga""",1,dese hoe be lyin to all of us nigga
239,"""@SnakecharmsDump: http://t.co/4b427dQZCV"" oh yeah fuck that bitch",1,oh yeah fuck that bitch
240,"""@SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash",2,eli manning just throw his nfl lead 27th interception of the season lmao trash
241,"""@SportsCenter: USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. &#187; http://t.co/JOOsdSubIR"" he's a bitch",2,usc senior rb anthony brown call head coach steve sarkisian a racist and quit team 187 he be a bitch
242,"""@StellaTex: Guess what? I also have zero time for your mansplaining! Adios!"" Stfu pussy",1,guess what i also have zero time for your mansplaining adio stfu pussy
243,"""@Stephenwildboy: Chilling &#128069;&#8482; http://t.co/mik3iPNle6"" sexy scally lad",2,chilling sexy scally lad
244,"""@Strap__: I ain't sharing no bitch if you mines you mines &#128175;""",1,i be not share no bitch if you mine you mine 128175
245,"""@SukMySweetness: money only impress the simple broke bitches""",1,money only impress the simple broke bitch
246,"""@Sylvieamx: #Pisces will never be anybody's bitch, they don't let people control or change them."" Rigghhht",1,pisce will never be anybody bitch they do not let people control or change they rigghhht
247,"""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;",2,tuku ho idk blah blah blah
248,"""@TEE_JONEZ: @KingCuh @16stanleys I'm not mad cuh hahaha"" suure.. tuku ho ita! &#128514;&#128514;",2,i be not mad cuh hahaha suure tuku ho ita
249,"""@TayKnosBest: These hoes is crazy""",1,these hoe be crazy
250,"""@Taylorr_Babee: You ain't ever gonna be a slice bitch."" Kevin hart. (:",1,you be not ever go to be a slice bitch kevin hart
251,"""@ThatniggaTroy: Oomf so fuckin fine tho &#128553; dam"" @ her, don't be no bitch.",1,oomf so fuckin fine tho 128553 dam she do not be no bitch
252,"""@TheGamerKingKev: I wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter"" she probly sends nudes for fags",1,i wonder if the girl that give head to 24 boy for a drink in magaluf have twitter she probly send nude for fag
253,"""@TheNewSAT: #NewSATQuestions
Yeah bitch, yeah bitch, call me _______:
a.) Maybe
b.) Steve-O
c.) Later
d.) Jesse Pinkman""
@machinegunkelly",1,newsatquestions yeah bitch yeah bitch call i maybe steve o later jesse pinkman
254,"""@TheNymphoTweets: Hickies in between her thighs right by her pussy &gt;&gt;&gt;"" Its only right",1,hickie in between her thigh right by her pussy its only right
255,"""@TheOneMiss_Luu: Would you still love me when I'm no longer young and beautiful?"" No. Ugly monkey ass.",1,would you still love i when i be no long young and beautiful no ugly monkey ass
256,"""@TheRealRickyB21: @JetsAndASwisher @Gook____ y'all come through the front.""bitch I ain't coming",1,you all come through the front i be not come
257,"""@TheRealRickyB21: @JetsAndASwisher faggot bitch"" http://t.co/2HyyAbk4eH",1,faggot bitch
258,"""@The_Realist_Sam: @Madrid2_ yea, I'm on my iPad. I don't work this Friday. Let's ball this faggot up @TropicalBlanket""i work 2-5",1,yea i be on my ipad i do not work this friday let us ball this faggot up work 2 5
259,"""@Theo17100: http://t.co/BYj1HOyhmG"" this scally lad would get it",2,this scally lad would get it
260,"""@TheoMaxximus: #GerrysHalloweenParty http://t.co/3ycrSrnjHc"" Halloween was yesterday stupid nigger",0,gerryshalloweenparty halloween be yesterday stupid nigger
261,"""@TheoMaxximus: Chrus still supahot tho"" *walks up to teacher with test, drops test in that bitch fohead* http://t.co/nb5VgdssgI",1,chrus still supahot tho walk up to teacher with test drop test in that bitch fohead
262,"""@Thornton25: &#8220;@KantKeepAhBYTCH: I love eating pussy lol I never get full lol&#8221; I can eat that shit forever lol"" and ever.",1,i love eat pussy lol i never get full i can eat that shit forever lol and ever
263,"""@Tmacc_GFG: &#8220;@VoiceOfDStreetz: ""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;&#8221;them hoes taste like meds""&#127815;&#127815;&#127868;",1,no slush nasty anyway hoe taste like
264,"""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;",1,no slush nasty anyway
265,"""@Tmacc_GFG: BOBBY BITCH-by @BobbyShmurdaGS9 be getting me live as fuck"" hell yea i play that hoe before my workout",1,bobby bitch by be get i live as fuck hell yea i play that hoe before my workout
266,"""@TreLeKidd: Yo bitch is Gucci Mane RT @JabariTheGreat : My bitch a stoner &#128175;&#128175; http://t.co/lt9LIJjpg9""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",1,yo bitch be gucci mane rt my bitch a stoner
267,"""@TweetGameLazy: I can ride your bitch with no handle bars""",1,i can ride your bitch with no handle bar
268,"""@TyJonCuffee: And if you ain't a hoe get up out my traphoussseeeee""",1,and if you be not a hoe get up out my traphoussseeeee
269,"""@UberFacts: 15 sad TV character deaths we're still bitter over... http://t.co/uLclFUF8nC http://t.co/1RXYQOOsM0""ned stark was the man",2,15 sad tv character death we be still bitter over stark be the man
270,"""@UnHoly_Jack: These harbor bitches are all ""Party Bus hoes"""" Lol all?",1,these harbor bitch be all party bus hoe lol all
271,"""@Vbomb20: @Woodchuck20 pussy"" love it",1,pussy love it
272,"""@VeronikaHumbert: Ultraviolence video, its coming you little bitch! #MTVHottest Lana Del Rey http://t.co/533fLbvWqh"" 

bitchy promo",1,ultraviolence video its come you little bitch mtvhottest lana del rey bitchy promo
273,"""@VineForTheByrd: On my way to fuck your bitch https://t.co/4lMTFNL2iy""

LMFAO KITTYCOPTER",1,on my way to fuck your bitch lmfao kittycopter
274,"""@WBUR: A smuggler explains how he helped fighters along the ""Jihadi Highway"": http://t.co/UX4anxeAwd""",2,a smuggler explain how he help fighter along the jihadi highway
